messageId,platform,runtimeKey,namespace,owner,surface,status,displayPolicy,maxLength,emptyLocales,termIds,context,route,component,screenshotRef,ko,en,ja,zh,th,vi,serverMessageKey,updatedAt
error.wardAdminMembershipNotFound,server,error.wardAdminMembershipNotFound,error.wardAdminMembershipNotFound,server,feedback,imported,CLIENT_TRANSLATE,,,,Spring ErrorCode response message,,dutying-server,,관리자 권한을 찾을 수 없습니다.,Admin permission could not be found.,管理者権限が見つかりません。,未找到管理员权限。,ไม่พบการอนุญาตของผู้ดูแลระบบ,Không thể tìm thấy sự cho phép của quản trị viên.,error.wardAdminMembershipNotFound,2026-06-10
error.wardAdminRequired,server,error.wardAdminRequired,error.wardAdminRequired,server,feedback,imported,CLIENT_TRANSLATE,,,,Spring ErrorCode response message,,dutying-server,,병동 관리자 권한이 필요합니다.,Ward admin permission is required.,病棟管理者権限が必要です。,需要病区管理员权限。,ต้องได้รับอนุญาตจากผู้ดูแลระบบวอร์ด,Cần có sự cho phép của quản trị viên khoa.,error.wardAdminRequired,2026-06-10
error.wardCalendarEventNotFound,server,error.wardCalendarEventNotFound,error.wardCalendarEventNotFound,server,feedback,imported,CLIENT_TRANSLATE,,,,Spring ErrorCode response message,,dutying-server,,병동 캘린더 일정을 찾을 수 없습니다.,The ward calendar event could not be found.,病棟カレンダー予定が見つかりません。,未找到病区日历活动。,ไม่พบกิจกรรมปฏิทินวอร์ด,Không thể tìm thấy sự kiện lịch khoa.,error.wardCalendarEventNotFound,2026-06-10
error.wardCalendarNotFound,server,error.wardCalendarNotFound,error.wardCalendarNotFound,server,feedback,imported,CLIENT_TRANSLATE,,,,Spring ErrorCode response message,,dutying-server,,병동 캘린더를 찾을 수 없습니다.,The ward calendar could not be found.,病棟カレンダーが見つかりません。,无法找到病区日历。,ไม่พบปฏิทินวอร์ด,Không thể tìm thấy lịch khoa.,error.wardCalendarNotFound,2026-06-10
error.wardMemberRequired,server,error.wardMemberRequired,error.wardMemberRequired,server,feedback,imported,CLIENT_TRANSLATE,,,,Spring ErrorCode response message,,dutying-server,,병동 구성원 권한이 필요합니다.,Ward member permission is required.,病棟メンバー権限が必要です。,需要支会成员的许可。,ต้องได้รับอนุญาตจากสมาชิกวอร์ด,Cần có sự cho phép của thành viên khoa.,error.wardMemberRequired,2026-06-10
error.wardNotFound,server,error.wardNotFound,error.wardNotFound,server,feedback,imported,CLIENT_TRANSLATE,,,,Spring ErrorCode response message,,dutying-server,,해당 병동을 찾을 수 없습니다.,The ward could not be found.,該当する病棟が見つかりません。,找不到您的病区。,ไม่พบวอร์ด,khoa không thể được tìm thấy.,error.wardNotFound,2026-06-10
feature.account.create.exception,web,feature.account.create.exception,feature.account,account,text,imported,,,,,,,,,계정 생성 중 문제가 발생했어요. 잠시 후 다시 시도해 주세요.,Something went wrong while creating the account. Please try again shortly.,アカウント作成中に問題が発生しました。しばらくしてから再度お試しください。,创建帐户时出现问题。请稍后重试。,เกิดข้อผิดพลาดขณะสร้างบัญชี โปรดลองอีกครั้งในอีกสักครู่,Đã xảy ra lỗi khi tạo tài khoản. Vui lòng thử lại trong thời gian ngắn.,,2026-06-10
feature.account.create.loading,web,feature.account.create.loading,feature.account,account,text,imported,,,,,,,,,계정 정보를 저장하고 있어요.,Saving account information.,アカウント情報を保存しています。,保存您的帐户信息。,ข้อมูลบัญชีออมทรัพย์,Lưu thông tin tài khoản.,,2026-06-10
feature.account.create.success,web,feature.account.create.success,feature.account,account,feedback,imported,,,,,,,,,계정 정보를 저장했어요.,Saved account information.,アカウント情報を保存しました。,您的帐户信息已保存。,ข้อมูลบัญชีที่บันทึกไว้,Thông tin tài khoản đã lưu.,,2026-06-10
feature.account.edit.basicFailed,web,feature.account.edit.basicFailed,feature.account,account,feedback,imported,,,,,,,,,계정 정보를 업데이트하지 못했어요.,Could not update account information.,アカウント情報を更新できませんでした。,更新帐户信息失败。,ไม่สามารถอัปเดตข้อมูลบัญชีได้,Không thể cập nhật thông tin tài khoản.,,2026-06-10
feature.account.edit.deleteAccountFailed,web,feature.account.edit.deleteAccountFailed,feature.account,account,feedback,imported,,,,,,,,,계정을 삭제하지 못했어요.,Could not delete the account.,アカウントを削除できませんでした。,无法删除账号。,ไม่สามารถลบบัญชีได้,Không thể xóa tài khoản.,,2026-06-10
feature.account.edit.profileFailed,web,feature.account.edit.profileFailed,feature.account,account,feedback,imported,,,,,,,,,프로필을 업데이트하지 못했어요.,Could not update the profile.,プロフィールを更新できませんでした。,无法更新个人资料。,ไม่สามารถอัปเดตโปรไฟล์ได้,Không thể cập nhật hồ sơ.,,2026-06-10
feature.account.edit.quitWardConfirm,web,feature.account.edit.quitWardConfirm,feature.account,account,text,imported,,,,,,,,,병동을 나갈까요?,Leave this ward?,病棟から退出しますか？,要离开病区吗？,ออกจากวอร์ดนี้เหรอ?,Rời khỏi khoa này?,,2026-06-10
feature.account.edit.quitWardFailed,web,feature.account.edit.quitWardFailed,feature.account,account,feedback,imported,,,,,,,,,병동을 나가지 못했어요.,Could not leave the ward.,病棟から退出できませんでした。,无法离开病区。,ไม่สามารถออกจากวอร์ดได้,Không thể rời khỏi khoa.,,2026-06-10
feature.auth.demoSession.badge,web,feature.auth.demoSession.badge,feature.auth,auth,text,imported,,,,,,,,,체험 계정,Trial account,体験アカウント,试用帐户,บัญชีทดลอง,Tài khoản dùng thử,,2026-06-10
feature.auth.demoSession.description,web,feature.auth.demoSession.description,feature.auth,auth,description,imported,,,,,,,,,체험은 제한 시간이 있는 임시 세션이에요. 계속 사용하려면 체험이 끝나기 전에 회원가입으로 전환해 주세요.,This trial runs in a limited temporary session. Sign up before it ends if you want to keep using Dutying.,体験は時間制限のある一時セッションです。続けて利用するには、終了前に会員登録へ切り替えてください。,该体验是一个临时会话，时间有限。要继续使用它，请在试用结束前切换为会员资格。,การทดลองใช้นี้ดำเนินการในเซสชันชั่วคราวที่จำกัด ลงทะเบียนก่อนที่จะสิ้นสุดหากคุณต้องการใช้ Dutying ต่อไป,Bản dùng thử này chạy trong một phiên tạm thời có giới hạn. Đăng ký trước khi nó kết thúc nếu bạn muốn tiếp tục sử dụng Dutying.,,2026-06-10
feature.auth.demoSession.descriptionExpiringSoon,web,feature.auth.demoSession.descriptionExpiringSoon,feature.auth,auth,description,imported,,,,,,,,,곧 체험이 종료돼요. 이후에도 계속 사용하려면 회원가입 전환이 필요해요.,The trial will end soon. You will need to sign up to keep using Dutying afterward.,まもなく体験が終了します。引き続き利用するには会員登録への切り替えが必要です。,体验很快结束。如果您想继续使用它，您将需要更改您的会员资格。,การทดลองใช้จะสิ้นสุดเร็วๆ นี้ คุณจะต้องสมัครใช้งาน Dutying ต่อไปในภายหลัง,"Phiên tòa sẽ sớm kết thúc. Sau đó, bạn sẽ cần phải đăng ký để tiếp tục sử dụng Dutying.",,2026-06-10
feature.auth.demoSession.documentTitle,web,feature.auth.demoSession.documentTitle,feature.auth,auth,accessibility,imported,,,,,,,,,체험 {{countdown}} | 듀팅,Trial {{countdown}} | Dutying,体験 {{countdown}} | Dutying,体验{{countdown}} | Dutying,ทดลอง {{countdown}} | Dutying,Dùng thử {{countdown}} | Dutying,,2026-06-10
feature.auth.demoSession.expiredDocumentTitle,web,feature.auth.demoSession.expiredDocumentTitle,feature.auth,auth,accessibility,imported,,,,,,,,,체험이 끝났어요 | Dutying,Trial ended | Dutying,体験が終了しました | Dutying,体验结束| Dutying,สิ้นสุดการทดลองใช้แล้ว | Dutying,Dùng thử đã kết thúc | Dutying,,2026-06-10
feature.auth.demoSession.expiredModal.badge,web,feature.auth.demoSession.expiredModal.badge,feature.auth,auth,text,imported,,,,,,,,,체험 종료,Trial ended,体験終了,审判结束,การทดลองสิ้นสุดลงแล้ว,Thử nghiệm đã kết thúc,,2026-06-10
feature.auth.demoSession.expiredModal.description,web,feature.auth.demoSession.expiredModal.description,feature.auth,auth,description,imported,,,,,,,,,"지금 회원가입을 진행하면 정식 계정 등록 절차를 바로 이어갈 수 있어요. 체험 계정 전환 API는 준비 중이라, 이번 단계에서는 로그인 후 회원가입 흐름으로 안내해 드릴게요.","Sign up now to continue into the official account setup flow. Trial account conversion is still being prepared, so we will guide you through sign-up after login for now.",今すぐ会員登録すると、正式なアカウント登録手続きに進めます。体験アカウントの切り替えAPIは準備中のため、現時点ではログイン後の会員登録フローへご案内します。,如果您现在注册，您可以立即进行正式的帐户注册流程。试用账户转换API正在准备中，因此在这一步中，正在引导您完成登录后的注册过程。,ลงทะเบียนตอนนี้เพื่อเข้าสู่ขั้นตอนการตั้งค่าบัญชีอย่างเป็นทางการ การแปลงบัญชีทดลองยังคงอยู่ในระหว่างการเตรียมการ ดังนั้นเราจะแนะนำคุณตลอดขั้นตอนการลงทะเบียนหลังจากเข้าสู่ระบบในตอนนี้,"Đăng ký ngay bây giờ để tiếp tục quá trình thiết lập tài khoản chính thức. Việc chuyển đổi tài khoản dùng thử vẫn đang được chuẩn bị, vì vậy hiện tại chúng tôi sẽ hướng dẫn bạn đăng ký sau khi đăng nhập.",,2026-06-10
